landmark_0_dim_0,landmark_0_dim_1,landmark_0_dim_2,landmark_1_dim_0,landmark_1_dim_1,landmark_1_dim_2,landmark_2_dim_0,landmark_2_dim_1,landmark_2_dim_2,landmark_3_dim_0,landmark_3_dim_1,landmark_3_dim_2,landmark_4_dim_0,landmark_4_dim_1,landmark_4_dim_2,landmark_5_dim_0,landmark_5_dim_1,landmark_5_dim_2,landmark_6_dim_0,landmark_6_dim_1,landmark_6_dim_2,landmark_7_dim_0,landmark_7_dim_1,landmark_7_dim_2,landmark_8_dim_0,landmark_8_dim_1,landmark_8_dim_2,landmark_9_dim_0,landmark_9_dim_1,landmark_9_dim_2,landmark_10_dim_0,landmark_10_dim_1,landmark_10_dim_2,landmark_11_dim_0,landmark_11_dim_1,landmark_11_dim_2,landmark_12_dim_0,landmark_12_dim_1,landmark_12_dim_2,landmark_13_dim_0,landmark_13_dim_1,landmark_13_dim_2,landmark_14_dim_0,landmark_14_dim_1,landmark_14_dim_2,landmark_15_dim_0,landmark_15_dim_1,landmark_15_dim_2,landmark_16_dim_0,landmark_16_dim_1,landmark_16_dim_2,landmark_17_dim_0,landmark_17_dim_1,landmark_17_dim_2,landmark_18_dim_0,landmark_18_dim_1,landmark_18_dim_2,landmark_19_dim_0,landmark_19_dim_1,landmark_19_dim_2,landmark_20_dim_0,landmark_20_dim_1,landmark_20_dim_2
0.3386879066666507,0.43794625541474536,0.43538011083385114,0.3942136106139285,0.6103376917005352,0.42558200184379796,0.501822262252994,0.647760060190413,0.6331168114294612,0.6452111018895825,0.335002498232507,0.21749124415403143,0.3305333999476646,0.33935367281035433,0.654680163362484,0.5246213664189854,0.2408519798011144,0.2676892980055506,0.2778380627709877,0.5152108740844616,0.5677070127535015,0.629821955282698,0.6703182754031216,0.3008522786932209,0.35488624236202454,0.32016144037241534,0.3793807837330689,0.6573325537118747,0.4875562834696808,0.5690959486622496,0.445059618063391,0.21442895666806228,0.23209774299890717,0.4689615156339429,0.5593945174100128,0.30766526376436576,0.560954786996152,0.6053328867417562,0.4059487391810556,0.5732096164220525,0.40201497516422996,0.53917531472751,0.5819985246597715,0.6959633091540554,0.37269833103179806,0.40552039028730574,0.2828100297050857,0.30203652920090346,0.5466975012991888,0.6585227950772381,0.3973024758306203,0.28992222341777063,0.34254974969149704,0.4275258524040693,0.3453251646826842,0.31678954156093314,0.5679922443785398,0.2039224606203116,0.4696152636682416,0.5968834035148769,0.3331141431587341,0.5016457553060087,0.5344500528093089
0.527512348202545,0.42292481709935886,0.3732889939378896,0.6179620365139067,0.5792229784999321,0.36062758670695627,0.25150959722110305,0.2359037727227346,0.24713798894946803,0.4914346805960214,0.22583108791449485,0.3684634374820192,0.5765998509571146,0.34717408325768906,0.5816540385900649,0.5727335191035277,0.32291356631660817,0.5644110900463728,0.5738883191360504,0.39872696283351344,0.3052102418707591,0.46063540344593457,0.6606987940000981,0.519808366216031,0.2864612488136306,0.5413784623667599,0.4136015136409173,0.4957643986776865,0.567032017511554,0.4574736757572224,0.6069919872866543,0.5610777896583139,0.5075366700092554,0.27539640791617576,0.6179745554557842,0.667952792659908,0.2684825619046474,0.4441205647167153,0.32944437098525226,0.5772616537127824,0.56081481800235,0.27044256028519936,0.6385136356308185,0.29048653198900115,0.5986295128240537,0.42849017981400245,0.36413614677907563,0.27911963133710677,0.2838071280733147,0.5309452773504502,0.47521519397356027,0.26104271082561636,0.2563489302191626,0.23615528738639574,0.5718836736867721,0.5559410426146446,0.22921549542728759,0.4801350377984865,0.24233807762134496,0.6518728853044709,0.6535587095900662,0.549116494906565,0.663094460719725
0.6057265152068453,0.6142692879635248,0.4848539252849666,0.35302959910808795,0.3088995575582108,0.3636000110194646,0.514247715044531,0.2863282679161995,0.3293201183186608,0.43403043139773223,0.3165250492623078,0.49432183485803083,0.6615880142281649,0.5740446828515633,0.5332133070744565,0.4913607379918894,0.44397395462853245,0.29328192981732987,0.6473552277134328,0.32426800100641817,0.2456544387890804,0.5750075896143476,0.2878077671655832,0.385947999770588,0.21414246414548987,0.26853397127022405,0.28660181537995605,0.227205063875089,0.5283284783114226,0.6185038979015587,0.3866577031829705,0.6372882383591003,0.30667328728006327,0.36269521178061975,0.2753684965155842,0.5102795977094994,0.40993479543515343,0.5066416734209493,0.5808374526970919,0.47285150801647424,0.5138151774508939,0.6676251571971665,0.34953215480442157,0.3795819693169766,0.5588516808546684,0.5056527585276933,0.2892664522698574,0.3880736550052451,0.4339190065623575,0.4096949189841947,0.2891374041610204,0.6622150458921312,0.5811593808469879,0.44067791605392614,0.5400305141534183,0.648641336067761,0.2680870711807856,0.32518652535348885,0.47135062362832253,0.5995051856761793,0.2181274477207637,0.6920090750981802,0.4274533014411986
0.3796155703108615,0.34636221891988594,0.28717835382543583,0.595786954465014,0.6777070823730482,0.4068223774226991,0.6762103473767281,0.6118988077175171,0.44052556373815915,0.5370130895630664,0.4174920895852315,0.4793617041062762,0.22902316850925192,0.5481317376502666,0.22641232224206836,0.6085424734598248,0.6124734647302787,0.3185386437781073,0.36183139051790014,0.44065518927914665,0.49833145346624075,0.3436768308709984,0.49624320231596253,0.34889353661464945,0.22774536053553035,0.20126377491595449,0.2505755289592143,0.5961253500820092,0.6807156561916685,0.41348309964060964,0.4563419767249714,0.2734240845367131,0.4755156763400785,0.27232745100348843,0.505607165599415,0.666629333790427,0.2978492696515198,0.582281859028551,0.21175121140916203,0.3877486206608105,0.25537425391525453,0.37623772079784973,0.28676845981944177,0.3866524950614437,0.4087614030537652,0.3502955613904592,0.5283109747365646,0.6594260256294548,0.4002976870526362,0.2961715782375107,0.3353613790979917,0.6270004117481844,0.48581986163507396,0.42750551615347865,0.27481836075446336,0.424863654161891,0.33924600167869334,0.6715815639266747,0.6420350547078657,0.24195127091409901,0.45832674463062145,0.31252917275733605,0.4053885447621453
0.6384239991257282,0.4637572599442724,0.36710764668537993,0.30394417705249854,0.6001624297032446,0.5122590076821736,0.4340327302131156,0.30874217693148903,0.36712318707856567,0.6799217133692592,0.4600449688029172,0.4003496406216265,0.46071102117416196,0.5894942529498044,0.3700544682514344,0.28935306046630443,0.4924680591695239,0.5326020517405337,0.5563590014792748,0.6409937953830649,0.38558706034455653,0.2376774481144459,0.6791742918154711,0.4175059637187376,0.5116287548365657,0.5331526615641462,0.4732568543506018,0.30262876486813506,0.5775715250580707,0.6018759871520408,0.4764877930087199,0.4442805802924208,0.25696909156399267,0.24197583074989193,0.3697824227817644,0.35542307775869664,0.6768282254816356,0.5918113712217149,0.52996214762953,0.45882404450880254,0.2836837653633257,0.689228336092142,0.387520349120105,0.2534628012236224,0.44689944785787306,0.6369990058065416,0.6436455008886648,0.20548295802822364,0.6431478723756998,0.33574210874992927,0.21948618198421155,0.6238951351814372,0.6319333779941041,0.498115539921175,0.4872168786481792,0.6065601363107097,0.5931547763551399,0.6450527367213521,0.47637372379835174,0.6838235463664044,0.6980734154666692,0.2582723049993163,0.6247718797770611
0.4499111288742945,0.39378316914991607,0.5065361549413575,0.22798277863100352,0.45323055938353995,0.6354452850133334,0.3067307580694844,0.4131949473847126,0.6697404438574377,0.41428191890284866,0.3791838161661992,0.4202683240616891,0.4597263832587782,0.5159956720657344,0.6003464004583656,0.42605110288215714,0.6087404675450702,0.4668603306760403,0.36924025518398884,0.5289754140597072,0.5588611273717456,0.47902448781474377,0.22830748656736172,0.28494143758041246,0.3426488604451141,0.34131280297574657,0.5367104001234353,0.2091743308368163,0.5778408885247599,0.3326712374034666,0.3550109231080512,0.46395491397196215,0.30796280046947877,0.6422356567877638,0.24268438966328265,0.42219118115053245,0.624711134727445,0.5079219472106179,0.34616475792131673,0.4103801038882304,0.5533471901712573,0.6866303716819497,0.6465693591897168,0.3712164041911884,0.6990989396439288,0.20175233176552915,0.21381487790420756,0.6119202575855969,0.299731343416526,0.23038463419812044,0.3185740366182511,0.4130500769904301,0.5652831352167025,0.5121677632756028,0.3188106087802102,0.4516352240502922,0.6631070526992844,0.6075038884918789,0.3615948924158967,0.6911322806778482,0.5543102002175655,0.2312246778333909,0.21758035664431935
0.284203974505015,0.5639279340250734,0.29186946292121396,0.45574338460441677,0.24663006009041588,0.6604430789150976,0.3719803067917838,0.6540660282803155,0.6724378209552722,0.2030643236568404,0.43206759359936603,0.21232802785344645,0.6543463831514529,0.45920377236728793,0.23747200634924842,0.25513836413828345,0.39175451224636954,0.6701170964364447,0.5464545757840404,0.6338094330945663,0.38322832316998984,0.22160684977499917,0.6871588186022071,0.20858649533118478,0.6738258265405446,0.38433871192457236,0.20504520251094077,0.5445786158622541,0.6902701520156771,0.6828128614187963,0.28046850560120923,0.2906239030330775,0.48276945730983006,0.5186524132141622,0.5697089568329328,0.29052518023607377,0.6795035433822172,0.519369628144619,0.6235234594352774,0.4700328576420859,0.4071384237949413,0.6885914532974979,0.49106068540991804,0.6334367913995895,0.676646198183145,0.5376773135043296,0.4744693392593375,0.20175542545532532,0.220009820369503,0.3004256080255582,0.29300421592799764,0.3273793975999227,0.3524673188488304,0.38003274677536414,0.4102688450344383,0.24943316922800735,0.22118096597639103,0.5369722245365117,0.46866741242153886,0.4220721011100598,0.5172199705841762,0.6138397036017702,0.4138464545581023
0.5205597325259896,0.6767861119175793,0.6198122479307804,0.41300040525120474,0.5223584189073716,0.2885354609579699,0.48026109244754495,0.6906641455692214,0.45915755760126115,0.6638191495950736,0.40366746025163036,0.6994224135923156,0.4896100176137789,0.2211344971179673,0.49337739834569405,0.33728634783979833,0.21624066101794737,0.6104266523473316,0.33786481849037797,0.5982742770232492,0.3441087914779335,0.29716317693688715,0.6869677870522137,0.3808226638775098,0.5006881057215802,0.5049907464072358,0.4802367410867509,0.6573478717606074,0.5372205356834343,0.4018665020524651,0.631190192262137,0.2905314495579822,0.47211837880520874,0.6752751859718782,0.5126988149402063,0.6084842252374381,0.5267803627725964,0.6196854317689452,0.6722439399226219,0.3364608637663684,0.28483054062835944,0.44199537516626997,0.5509312134121079,0.31359562659110807,0.20205072521508355,0.3714675579183527,0.6844296677338942,0.5474837303029234,0.400662721970612,0.2962880486734202,0.3780448368773735,0.284919716650624,0.2531529106564757,0.653371186286277,0.6988251691877367,0.28205721979789516,0.22726127943913987,0.3648655535731062,0.43082959038070767,0.30241062353792725,0.35071245589927924,0.30043536784582886,0.5871302842162256
0.5562889716236303,0.5174757578804909,0.3936089285396024,0.6545204706571179,0.68476627076751,0.286819656312706,0.31150632070593903,0.46281551400018484,0.24562528464112265,0.4182241994115564,0.4908956323888551,0.46103678556866656,0.36545429153901304,0.4712229030386034,0.679400477129424,0.30300870214568804,0.5274156791970018,0.22169834707802594,0.23320820224071748,0.4759141121117925,0.25246959016397474,0.21117339421342868,0.2857564988240111,0.48242458549978723,0.5516704772594663,0.30123928207069,0.5341297186040872,0.2912381655496147,0.5067287133156286,0.40597983994789943,0.5268997546668084,0.6975263762396237,0.668908482616281,0.20214087891805183,0.6427193821811529,0.23324539758738327,0.6765232930799225,0.34091283954984236,0.3910174152056355,0.24581910258786394,0.2561363791644548,0.5633702826146598,0.6721661178741458,0.5053742474771548,0.5579250077634055,0.5809848722985768,0.33140713727647086,0.22261481546010747,0.2009363719595843,0.37532464147700934,0.32073211409960806,0.23115886252459283,0.2897641462468334,0.2622494491339739,0.6574391903086851,0.2701336067295845,0.4688242319938396,0.4965529775560823,0.4717447288543169,0.249528217107994,0.3593991808752756,0.22563516623157664,0.397834957048158
0.294299465635796,0.4808162666421899,0.5464041969245503,0.46605993010235325,0.4171183483056979,0.3936667104283462,0.6208458840485018,0.30968403253263505,0.5671091697644344,0.5787411623700596,0.40960000363536725,0.3486502996128197,0.4352707430229876,0.24660696294634926,0.222965016114545,0.2558015997259459,0.2935725157311131,0.4520884101690215,0.624568318080561,0.3178211659998435,0.667581005373389,0.6774539544675018,0.6794523024226027,0.6187813673381619,0.3819125203988603,0.23634195550131154,0.48440936588324746,0.4793407219686169,0.6249878835547977,0.6979955254730525,0.4540786532800738,0.37260201551989214,0.2929508557781335,0.20239991240868538,0.4545568462444396,0.4777593333512979,0.6124692399086987,0.4522884839464003,0.6582341743330282,0.5140417382857178,0.6201681191105416,0.27415086740387357,0.6276680651511574,0.5375719272219242,0.2851165162191653,0.29488177907300545,0.6632503095221107,0.21610768022518645,0.43126747164785306,0.3567376449670508,0.532538719999214,0.6198146937844959,0.3801890607782848,0.4134510436614186,0.6909588922507071,0.5919582548396014,0.6486020654658957,0.4193811103258149,0.3170381019920576,0.40593173269322586,0.5580459589157567,0.2547152024179897,0.3352345528082544
